Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,SurplusCal,DeficitCal,deficit,surplus,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,
3/25/2019,25,3,2019,16.6788,24.5,33,55,86,surplus,78.40443883,surplus,deficit,-0.012919156,1.012919156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2019,26,3,2019,18.3114,24,34,40,95,surplus,42.58382999,surplus,deficit,-0.024047809,1.024047809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2019,27,3,2019,16.3044,24,34,40,93,surplus,34.4679274,surplus,deficit,-0.029879352,1.029879352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2019,28,3,2019,16.4502,25,35,40,92,surplus,57.30335534,surplus,deficit,-0.017760931,1.017760931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2019,29,3,2019,13.626,25,34,52,93,surplus,88.51118838,surplus,deficit,-0.01142711,1.01142711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2019,30,3,2019,14.4954,25.5,34,48,95,surplus,89.06342547,surplus,deficit,-0.011355452,1.011355452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2019,31,3,2019,14.1804,25.5,33,53,96,surplus,97.60135018,surplus,deficit,-0.010351822,1.010351822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2019,1,4,2019,18.297,24,35,41,93,surplus,53.93732168,surplus,deficit,-0.018890264,1.018890264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2019,2,4,2019,14.337,24,36,40,94,surplus,53.17289674,surplus,deficit,-0.01916704,1.01916704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2019,3,4,2019,15.0354,26,35,44,92,surplus,85.74216457,surplus,deficit,-0.011800501,1.011800501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2019,4,4,2019,15.0102,26,30.5,43,95,surplus,45.54063027,surplus,deficit,-0.022451411,1.022451411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2019,5,4,2019,19.9206,22.5,33.5,52,92,surplus,68.58706904,surplus,deficit,-0.01479573,1.01479573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2019,6,4,2019,17.6706,23,34.5,50,94,surplus,79.06980633,surplus,deficit,-0.012809049,1.012809049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2019,7,4,2019,16.35017143,26,30,50,97,surplus,74.10231595,surplus,deficit,-0.013679457,1.013679457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2019,8,4,2019,15.2496,24.5,34,51,95,surplus,90.90214782,surplus,deficit,-0.011123205,1.011123205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2019,9,4,2019,17.2782,25,35,47,94,surplus,100.7225546,surplus,deficit,-0.010027822,1.010027822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2019,10,4,2019,14.868,24,34,58,90,surplus,99.25775777,surplus,deficit,-0.010177313,1.010177313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2019,11,4,2019,16.62105306,24,29,67,96,surplus,87.71780778,surplus,deficit,-0.011531657,1.011531657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2019,12,4,2019,19.3356,24,34.5,48,94,surplus,91.05401192,surplus,deficit,-0.011104447,1.011104447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2019,13,4,2019,15.552,22,31,56,96,surplus,44.6809749,surplus,deficit,-0.022893262,1.022893262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2019,14,4,2019,16.46494636,23,29,56,95,surplus,34.70205625,surplus,deficit,-0.02967178,1.02967178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2019,15,4,2019,18.5796,23,33,51,94,surplus,65.73563576,surplus,deficit,-0.015447442,1.015447442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2019,16,4,2019,17.7336,23,33,46,94,surplus,40.6830777,surplus,deficit,-0.025199658,1.025199658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2019,17,4,2019,14.58,22,33,60,95,surplus,78.24126483,surplus,deficit,-0.012946448,1.012946448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2019,18,4,2019,15.327,23,34,20,96,deficit,-56.55916198,surplus,surplus,0.017373429,0.982626571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2019,19,4,2019,16.0974,24,34,47,96,surplus,72.56218094,surplus,deficit,-0.013973861,1.013973861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2019,20,4,2019,16.569,25,33,60,95,surplus,130.8525918,surplus,deficit,-0.00770104,1.00770104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2019,21,4,2019,13.6458,24,32,70,95,surplus,118.4331043,surplus,deficit,-0.008515486,1.008515486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2019,22,4,2019,15.1848,25,33,58,96,surplus,115.721853,surplus,deficit,-0.008716735,1.008716735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,23,4,2019,15.59108571,26,31,75,95,surplus,165.9056945,surplus,deficit,-0.006064072,1.006064072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2019,24,4,2019,20.3364,23,33,54,94,surplus,86.23555143,surplus,deficit,-0.011732194,1.011732194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2019,25,4,2019,16.632,23,34,60,94,surplus,114.0171864,surplus,deficit,-0.008848212,1.008848212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2019,26,4,2019,10.5894,24.28571429,32,58,97,surplus,70.35203811,surplus,deficit,-0.014419187,1.014419187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2019,27,4,2019,16.0902,24.32653061,33.5,57,95,surplus,111.8014575,surplus,deficit,-0.009025152,1.009025152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2019,28,4,2019,15.9642,24.2303207,33.5,55,96,surplus,103.5993017,surplus,deficit,-0.009746655,1.009746655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2019,29,4,2019,15.9948,24.26322366,35,47,96,surplus,88.33554752,surplus,deficit,-0.011450091,1.011450091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2019,30,4,2019,14.6232,24.15796989,33,67,94,surplus,129.6913216,surplus,deficit,-0.007770532,1.007770532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2019,1,5,2019,16.92,25.5,33,53,94,surplus,107.9712365,surplus,deficit,-0.009348307,1.009348307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2019,2,5,2019,20.544,24,32.5,57,92,surplus,105.5981437,surplus,deficit,-0.009560399,1.009560399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2019,3,5,2019,19.728,23.5,34,52,95,surplus,100.9243299,surplus,deficit,-0.010007573,1.010007573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2019,4,5,2019,14.868,23.5,30,67,95,surplus,83.52657828,surplus,deficit,-0.012117308,1.012117308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2019,5,5,2019,17.37745714,24.5,34,55,94,surplus,117.9478104,surplus,deficit,-0.008550823,1.008550823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2019,6,5,2019,18.756,24.5,34,55,94,surplus,126.1643106,surplus,deficit,-0.007989498,1.007989498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2019,7,5,2019,16.812,24,32,61,93,surplus,100.9306204,surplus,deficit,-0.010006943,1.010006943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2019,8,5,2019,20.124,23,33,53,96,surplus,86.08562789,surplus,deficit,-0.011752866,1.011752866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2019,9,5,2019,15.588,22,30,68,95,surplus,71.03433227,surplus,deficit,-0.014278711,1.014278711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2019,10,5,2019,17.60763673,22,33.5,44,96,surplus,27.87622939,surplus,deficit,-0.0372076,1.0372076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2019,11,5,2019,12.744,22,34.5,60,94,surplus,86.2031403,surplus,deficit,-0.011736657,1.011736657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2019,12,5,2019,20.16,24,33.5,58,95,surplus,135.7754984,surplus,deficit,-0.007419746,1.007419746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2019,13,5,2019,12.42,23,32,47,95,surplus,29.38519986,surplus,deficit,-0.035229627,1.035229627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2019,14,5,2019,18.252,22,32,56,95,surplus,61.29195817,surplus,deficit,-0.01658596,1.01658596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2019,15,5,2019,17.568,23,31.5,56,97,surplus,71.94879191,surplus,deficit,-0.014094673,1.014094673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2019,16,5,2019,12.924,21.5,29,72,96,surplus,57.51979342,surplus,deficit,-0.017692917,1.017692917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2019,17,5,2019,15.336,23,32,55,98,surplus,69.00984744,surplus,deficit,-0.014703753,1.014703753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2019,18,5,2019,22.824,24,33,45,95,surplus,65.24697626,surplus,deficit,-0.015564935,1.015564935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2019,19,5,2019,20.268,25,32,58,97,surplus,135.4948234,surplus,deficit,-0.00743523,1.00743523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2019,20,5,2019,17.08457143,24.5,30,66,95,surplus,105.3910437,surplus,deficit,-0.009579366,1.009579366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2019,21,5,2019,12.168,23.5,30,63,96,surplus,62.3143882,surplus,deficit,-0.016309386,1.016309386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2019,22,5,2019,16.776,23.5,30.5,60,96,surplus,76.37887855,surplus,deficit,-0.013266316,1.013266316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2019,23,5,2019,22.968,24,25,55,95,surplus,5.234510276,surplus,deficit,-0.236154817,1.236154817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2019,24,5,2019,17.424,22,30,75,96,surplus,105.697535,surplus,deficit,-0.009551323,1.009551323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2019,25,5,2019,15.588,23.5,31.5,64,97,surplus,101.2826659,surplus,deficit,-0.009971813,1.009971813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2019,26,5,2019,17.1,25,32.5,59,100,surplus,136.4559304,surplus,deficit,-0.007382475,1.007382475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2019,27,5,2019,21.148,21.5,32,58,99,surplus,81.58607746,surplus,deficit,-0.012409091,1.012409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2019,28,5,2019,21.348,22,32.5,55,97,surplus,78.11283126,surplus,deficit,-0.01296801,1.01296801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2019,29,5,2019,19.19314286,23,26,76,96,surplus,69.40295002,surplus,deficit,-0.014619253,1.014619253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2019,30,5,2019,16.272,22,30,66,95,surplus,66.70743177,surplus,deficit,-0.015218979,1.015218979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2019,31,5,2019,15.336,23,30.5,63,98,surplus,78.86040153,surplus,deficit,-0.012843499,1.012843499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2019,1,6,2019,12.924,23,29,68,97,surplus,64.55060573,surplus,deficit,-0.015735491,1.015735491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2019,2,6,2019,17.90302041,23.5,30,72,97,surplus,121.9230803,surplus,deficit,-0.00826972,1.00826972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2019,3,6,2019,17.46,23.5,30.5,69,97,surplus,115.8966042,surplus,deficit,-0.008703477,1.008703477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2019,4,6,2019,17.784,23.5,32,62,95,surplus,107.7663261,surplus,deficit,-0.009366249,1.009366249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2019,5,6,2019,16.69602332,24,29,80,97,surplus,133.8610139,surplus,deficit,-0.007526662,1.007526662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2019,6,6,2019,12.564,23,29.5,63,100,surplus,60.67848075,surplus,deficit,-0.016756459,1.016756459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2019,7,6,2019,11.772,21,28,82,97,surplus,62.66821459,surplus,deficit,-0.016215809,1.016215809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2019,8,6,2019,16.092,21.5,29.5,73,97,surplus,80.43950201,surplus,deficit,-0.012588196,1.012588196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2019,9,6,2019,11.232,23.5,32,72,96,surplus,101.9841591,surplus,deficit,-0.009902543,1.009902543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2019,10,6,2019,15.588,23,33,76,97,surplus,163.8970783,surplus,deficit,-0.006138846,1.006138846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2019,11,6,2019,19.404,22.5,32,65,88,surplus,95.19341662,surplus,deficit,-0.010616453,1.010616453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2019,12,6,2019,14.472,23,30,72,96,surplus,92.8884703,surplus,deficit,-0.010882758,1.010882758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2019,13,6,2019,17.28,21,27,65,98,surplus,22.13963401,surplus,deficit,-0.047304509,1.047304509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2019,14,6,2019,15.12,22,30.5,70,95,surplus,82.36390699,surplus,deficit,-0.012290462,1.012290462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2019,15,6,2019,11.952,22.5,31,76,96,surplus,96.05425677,surplus,deficit,-0.010520307,1.010520307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2019,16,6,2019,19.44,22.5,33,63,94,surplus,119.7397822,surplus,deficit,-0.008421777,1.008421777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2019,17,6,2019,16.092,22,34,61,98,surplus,110.4643074,surplus,deficit,-0.009135398,1.009135398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2019,18,6,2019,19.908,21,32,62,96,surplus,81.30567566,surplus,deficit,-0.01245242,1.01245242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2019,19,6,2019,20.052,22,35,60,95,surplus,140.068061,surplus,deficit,-0.007190724,1.007190724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2019,20,6,2019,17.12057143,23.46,28.35,83,96,surplus,125.4601491,surplus,deficit,-0.0080347,1.0080347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2019,21,6,2019,15.012,23.12,28.29,75,94,surplus,79.49814408,surplus,deficit,-0.012739155,1.012739155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2019,22,6,2019,16.632,23.09,28.88,82,96,surplus,122.307802,surplus,deficit,-0.008243493,1.008243493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2019,23,6,2019,20.556,22.87,28.56,63,94,surplus,56.87966511,surplus,deficit,-0.017895598,1.017895598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2019,24,6,2019,14.112,21.92,27,80,95,surplus,61.4313857,surplus,deficit,-0.016547693,1.016547693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2019,25,6,2019,11.16,21.1,28.09,72,94,surplus,37.18211413,surplus,deficit,-0.027637965,1.027637965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2019,26,6,2019,15.588,22.1,28.2,65,95,surplus,41.06348338,surplus,deficit,-0.024960386,1.024960386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2019,27,6,2019,18.144,21.92,28.63,56,98,surplus,24.37777882,surplus,deficit,-0.042775663,1.042775663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2019,28,6,2019,15.88628571,22.49,27.38,87,100,surplus,109.950162,surplus,deficit,-0.009178509,1.009178509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2019,29,6,2019,15.84,21.87,28.92,75,98,surplus,84.25345635,surplus,deficit,-0.012011513,1.012011513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2019,30,6,2019,17.928,21.98,29.56,72,98,surplus,94.4517428,surplus,deficit,-0.01070071,1.01070071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,1,7,2019,15.588,23,29.29,72,96,surplus,89.1236493,surplus,deficit,-0.011347692,1.011347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2019,2,7,2019,17.244,22.78,29.23,69,95,surplus,80.30311861,surplus,deficit,-0.012609845,1.012609845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2019,3,7,2019,18.288,22.88,29.61,65,94,surplus,74.02095374,surplus,deficit,-0.013694699,1.013694699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2019,4,7,2019,10.692,23.26,26.39,87,96,surplus,69.81116694,surplus,deficit,-0.014532525,1.014532525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2019,5,7,2019,10.404,23,30,76,98,surplus,82.38841667,surplus,deficit,-0.012286761,1.012286761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2019,6,7,2019,12.312,22.5,29.5,86,97,surplus,107.3050667,surplus,deficit,-0.009406889,1.009406889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2019,7,7,2019,16.992,23,30,62,98,surplus,75.4674956,surplus,deficit,-0.013428678,1.013428678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2019,8,7,2019,12.204,23.5,29,70,97,surplus,71.8005353,surplus,deficit,-0.014124187,1.014124187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2019,9,7,2019,16.236,23,29.5,70,96,surplus,88.59423875,surplus,deficit,-0.011416276,1.011416276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2019,10,7,2019,14.112,22.5,29,71,96,surplus,69.84832164,surplus,deficit,-0.014524682,1.014524682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2019,11,7,2019,13.27885714,22,28.5,83,98,surplus,89.6329669,surplus,deficit,-0.011282484,1.011282484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2019,12,7,2019,15.588,21.5,27.5,85,98,surplus,87.80961052,surplus,deficit,-0.011519462,1.011519462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2019,13,7,2019,18.468,21,28,88,98,surplus,113.2043221,surplus,deficit,-0.008912313,1.008912313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2019,14,7,2019,18.684,21,26,81,97,surplus,56.84641595,surplus,deficit,-0.017906252,1.017906252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2019,15,7,2019,16.74,21,28,73,98,surplus,57.80503226,surplus,deficit,-0.017604074,1.017604074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2019,16,7,2019,10.584,22,27,78,98,surplus,50.50036504,surplus,deficit,-0.020201871,1.020201871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2019,17,7,2019,21.924,22,31.5,55,97,surplus,63.22051074,surplus,deficit,-0.016071871,1.016071871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2019,18,7,2019,10.476,22,27,87,99,surplus,67.77577124,surplus,deficit,-0.014975492,1.014975492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2019,19,7,2019,10.44,22.5,28.5,75,98,surplus,61.71064235,surplus,deficit,-0.016471577,1.016471577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2019,20,7,2019,15.516,21,29,70,99,surplus,60.10738667,surplus,deficit,-0.016918359,1.016918359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2019,21,7,2019,17.388,23,30,65,97,surplus,85.50264456,surplus,deficit,-0.011833949,1.011833949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2019,22,7,2019,17.208,23.5,30,69,97,surplus,106.7736734,surplus,deficit,-0.009454148,1.009454148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2019,23,7,2019,16.884,22.5,29,68,98,surplus,75.40469795,surplus,deficit,-0.013440012,1.013440012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2019,24,7,2019,15.372,22.5,30,72,95,surplus,89.30805782,surplus,deficit,-0.011323995,1.011323995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2019,25,7,2019,16.416,23,29.5,78,95,surplus,114.0327599,surplus,deficit,-0.008846993,1.008846993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2019,26,7,2019,13.176,22.5,28,73,94,surplus,56.77191471,surplus,deficit,-0.017930172,1.017930172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2019,27,7,2019,14.652,22.5,29,74,96,surplus,80.68604802,surplus,deficit,-0.012549248,1.012549248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2019,28,7,2019,15.588,23.5,26.5,86,96,surplus,97.65497308,surplus,deficit,-0.010346079,1.010346079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2019,29,7,2019,14.436,22.5,30,67,94,surplus,67.53573518,surplus,deficit,-0.015029518,1.015029518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,30,7,2019,16.668,23,30,63,94,surplus,68.48016818,surplus,deficit,-0.014819169,1.014819169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,31,7,2019,16.308,24,30,64,94,surplus,84.52297948,surplus,deficit,-0.011972753,1.011972753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2019,1,8,2019,15.264,23,29,66,95,surplus,63.44687878,surplus,deficit,-0.016013611,1.016013611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2019,2,8,2019,13.788,23,30,63,95,surplus,60.97174164,surplus,deficit,-0.01667452,1.01667452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2019,3,8,2019,11.736,22,27,76,95,surplus,45.95352328,surplus,deficit,-0.022245197,1.022245197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2019,4,8,2019,14.508,23,28.5,71,95,surplus,69.35413744,surplus,deficit,-0.014629692,1.014629692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2019,5,8,2019,14.112,22,28.5,62,94,surplus,30.55244467,surplus,deficit,-0.033838148,1.033838148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2019,6,8,2019,14.436,22,28.5,71,94,surplus,55.7262013,surplus,deficit,-0.018272783,1.018272783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2019,7,8,2019,14.292,22.5,29.5,68,95,surplus,65.96579305,surplus,deficit,-0.015392716,1.015392716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2019,8,8,2019,14.01942857,22.5,26,90,97,surplus,82.48058018,surplus,deficit,-0.012272863,1.012272863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2019,9,8,2019,10.692,21.5,26,84,97,surplus,47.34322352,surplus,deficit,-0.021578128,1.021578128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2019,10,8,2019,18.324,21.5,30,63,95,surplus,54.85696451,surplus,deficit,-0.018567701,1.018567701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2019,11,8,2019,17.82,22.5,30.1,60,94,surplus,55.15123893,surplus,deficit,-0.018466798,1.018466798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,12,8,2019,14.328,21,28.5,68,95,surplus,38.44067581,surplus,deficit,-0.02670892,1.02670892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2019,13,8,2019,15.588,23,28.5,75,96,surplus,87.62957952,surplus,deficit,-0.011543401,1.011543401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,14,8,2019,12.204,22.5,29.5,65,96,surplus,52.51019146,surplus,deficit,-0.019413634,1.019413634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2019,15,8,2019,15.732,22,29,64,95,surplus,46.28493739,surplus,deficit,-0.022082398,1.022082398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2019,16,8,2019,10.98,22,29,67,95,surplus,42.92244151,surplus,deficit,-0.023853573,1.023853573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2019,17,8,2019,15.264,22.1,30,63,95,surplus,54.98902306,surplus,deficit,-0.018522284,1.018522284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2019,18,8,2019,15.66,23,30,60,94,surplus,55.23838265,surplus,deficit,-0.018437128,1.018437128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2019,19,8,2019,13.248,22.5,29.5,65,95,surplus,54.03723456,surplus,deficit,-0.018854678,1.018854678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2019,20,8,2019,14.94,23,29,77,97,surplus,99.14163529,surplus,deficit,-0.010189355,1.010189355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2019,21,8,2019,16.452,23,30,72,95,surplus,101.3980965,surplus,deficit,-0.009960348,1.009960348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2019,22,8,2019,14.328,22.5,30.5,63,97,surplus,66.57903966,surplus,deficit,-0.015248775,1.015248775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2019,23,8,2019,14.41028571,21.5,26,86,97,surplus,63.82079776,surplus,deficit,-0.015918295,1.015918295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2019,24,8,2019,14.256,22,28,75,96,surplus,63.76182014,surplus,deficit,-0.015933254,1.015933254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,25,8,2019,14.472,22.5,28,70,96,surplus,56.84004644,surplus,deficit,-0.017908295,1.017908295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
